record_type,record_id,field,route,rules,length_delta,before,after
INFO,201067417818410201,text,plugin,R110,-2,"The Oracle has sent me to the Daedric shrine of Ashalmimilkala to recover a powerful artifact called the Scroll of Fiercely Roasting and to return it to her. If I choose a greater challenge and risk, I may try to use the scroll instead to slay Carecalmo, the shrine's ancient High Elf priest, and his powerful High Elf bodyguard Meryaran.","The Oracle has sent me to the Zetic shrine of Ashalmimilkala to recover a powerful artifact called the Scroll of Fiercely Roasting and to return it to her. If I choose a greater challenge and risk, I may try to use the scroll instead to slay Carecalmo, the shrine's ancient High Elf priest, and his powerful High Elf bodyguard Meryaran."
INFO,228357292870912744,text,plugin,R500,-1,"Tholer Saryoni told me that the First Corner of the House of Troubles is Malacath. There is a shrine to Malacath on the island of Sheogorad. To get there I should go south past the Dwemer ruins and take the second road heading west. I must find this shrine, donate four daedra hearts, and recite Vivec's ""Four Corners.""","Tholer Saryoni told me that the First Corner of the House of Troubles is Malacath. There is a shrine to Malacath on the island of Sheogorad. To get there I should go south past the Dwemer ruins and take the second road heading west. I must find this shrine, donate four zenar hearts, and recite Vivec's ""Four Corners."""
INFO,277841628162623259,text,plugin,R500,-1,"Endryn Llethan asked me to cleanse the foul Daedra worshippers from beneath the St. Delyn Canton here in Vivec. I must kill the leader of the cult, Bjadmund.","Endryn Llethan asked me to cleanse the foul Zenar worshippers from beneath the St. Delyn Canton here in Vivec. I must kill the leader of the cult, Bjadmund."
INFO,2429970382803322484,text,plugin,R220 R400,-2,"While in a Shrine to Molag Bal, the Daedric Prince spoke to me at the altar. He was angered, and I was afraid. His anger, however, was not directed at me, but rather toward one of his minions. Menta Na, a Daedroth Monarch, has grown lazy, and no longer does Molag Bal's bidding. If I kill Menta Na in his dungeon Kora-Dur, returning his soul to the Outer Realms where Molag Bal can punish him, then M ...","While in a Shrine to Molag Bal, the Zenar Prince spoke to me at the altar. He was angered, and I was afraid. His anger, however, was not directed at me, but rather toward one of his minions. Menta Na, a Zenaroth Monarch, has grown lazy, and no longer does Molag Bal's bidding. If I kill Menta Na in his dungeon Kora-Dur, returning his soul to the Outer Realms where Molag Bal can punish him, then Mol ..."
INFO,2087225282140397464,text,plugin,R400,0,I've killed the Daedroth Menta Na.,I've killed the Zenaroth Menta Na.
INFO,146375713884121843,text,plugin,R400,0,"I've returned to the Shrine of Molag Bal, having killed the Daedroth Monarch. Molag Bal was true to his word, and has rewarded me with his mace, the Mace of Molag Bal.","I've returned to the Shrine of Molag Bal, having killed the Zenaroth Monarch. Molag Bal was true to his word, and has rewarded me with his mace, the Mace of Molag Bal."
INFO,22460207912053412117,text,plugin,R500,-1,"At a Shrine to Mehrunes Dagon, I received a vision from the Daedra Prince himself. He has told me I appear unworthy of his favor, but will allow me a chance to prove myself, if I feel up to the task.","At a Shrine to Mehrunes Dagon, I received a vision from the Zenar Prince himself. He has told me I appear unworthy of his favor, but will allow me a chance to prove myself, if I feel up to the task."
INFO,44223264729964525,text,plugin,R500,-1,"I have found the sunken shrine to Boethiah and spoken to the Daedra. He is understandably upset that his shrine has been allowed to remain in ruins, and wishes for a new one to be erected. If I can get the shrine rebuilt, he will reward me with the Goldbrand, a legendary sword. My first step should be to find a sculptor.","I have found the sunken shrine to Boethiah and spoken to the Zenar. He is understandably upset that his shrine has been allowed to remain in ruins, and wishes for a new one to be erected. If I can get the shrine rebuilt, he will reward me with the Goldbrand, a legendary sword. My first step should be to find a sculptor."
INFO,12676225553046131092,text,plugin,R500,-1,"I have returned to the completed Shrine to Boethiah. The Daedra seemed pleased with the work that has been done, and has rewarded me with Goldbrand, a truly spectacular weapon.","I have returned to the completed Shrine to Boethiah. The Zenar seemed pleased with the work that has been done, and has rewarded me with Goldbrand, a truly spectacular weapon."
INFO,24907271173046912119,text,plugin,R500,-1,"I entered the shrine of Malacath and summoned the Daedra. He spoke to me of a helm of great power, once belonging to the elven hero Oreyn Bearclaw. In reality, he was no hero, though. The deeds attributed to him were actually performed by an orc, Kharag gro-Khar. If I can find the last of the Oreyn family bloodline, and kill him, I will be rewarded with the helm.","I entered the shrine of Malacath and summoned the Zenar. He spoke to me of a helm of great power, once belonging to the elven hero Oreyn Bearclaw. In reality, he was no hero, though. The deeds attributed to him were actually performed by an orc, Kharag gro-Khar. If I can find the last of the Oreyn family bloodline, and kill him, I will be rewarded with the helm."
INFO,3191323054215899351,text,plugin,R200,-2,"A Dunmer savant said an ancient Dunmer stronghold called Berandas lies south of the village of Gnisis in the West Gash region. The savant also guessed that the ""wings of twilight"" might hint at guardians -- the winged twilights who are Daedric servants of Azura.","A Dunmer savant said an ancient Dunmer stronghold called Berandas lies south of the village of Gnisis in the West Gash region. The savant also guessed that the ""wings of twilight"" might hint at guardians -- the winged twilights who are Zenar servants of Azura."
INFO,23095286971140228299,text,plugin,R300,0,Crazy-Legs Arantamo told me about a 'propylon index' -- a key needed to use transportation devices called 'propylons' in Dunmer strongholds. He also told me that someone who had one of these index things went to a Daedric shine called Maelkashishi and never came back.,Crazy-Legs Arantamo told me about a 'propylon index' -- a key needed to use transportation devices called 'propylons' in Dunmer strongholds. He also told me that someone who had one of these index things went to a Zenaric shine called Maelkashishi and never came back.
INFO,247672770592332649,text,plugin,R500,-1,"While in a Morag Tong Shrine to Mephala, I spoke to a priest of the Daedra. Taros Dral told me he had been given an important task by Mephala, and wanted to know if I wished to help.","While in a Morag Tong Shrine to Mephala, I spoke to a priest of the Zenar. Taros Dral told me he had been given an important task by Mephala, and wanted to know if I wished to help."
INFO,1747630713341527327,text,plugin,R500,-1,"Apparently, one of the Morag Tong's assassins has been taking jobs outside of the order, and the Daedra demands vengeance. If I can find this rogue assassin, Balyn Omavel, and kill him, Mephala will reward me. Of course, Mephala wishes this to be done in silence, away from nosy town guards, so I am to poison him. He lives in Balmora.","Apparently, one of the Morag Tong's assassins has been taking jobs outside of the order, and the Zenar demands vengeance. If I can find this rogue assassin, Balyn Omavel, and kill him, Mephala will reward me. Of course, Mephala wishes this to be done in silence, away from nosy town guards, so I am to poison him. He lives in Balmora."
INFO,2124160673266220521,text,plugin,R500,-1,"I've returned to the Mephala Shrine. Upon arriving, the Daedra spoke to me, and was pleased with what I had done. As a reward, I was given the Ring of Khajiit. It seems a powerful artifact, and well suited for the Morag Tong.","I've returned to the Mephala Shrine. Upon arriving, the Zenar spoke to me, and was pleased with what I had done. As a reward, I was given the Ring of Khajiit. It seems a powerful artifact, and well suited for the Morag Tong."
INFO,2957918279256919733,text,plugin,R500,-1,"I have spoken with Azura, Queen of the Night Sky, at her shrine. She has tasked me to travel to and island near Dagon Fel and rid the island of the daedra Sheogorath has sent, and to bring back proof that he sent them. I may not disturb Rayna Drolan, the woman living there. If I can do this for her, she will reward me well.","I have spoken with Azura, Queen of the Night Sky, at her shrine. She has tasked me to travel to and island near Dagon Fel and rid the island of the zenar Sheogorath has sent, and to bring back proof that he sent them. I may not disturb Rayna Drolan, the woman living there. If I can do this for her, she will reward me well."
INFO,309747949112402924,text,plugin,R500,-1,"I've killed the Golden Saint Staada, the most powerful of the daedra I found on the island.","I've killed the Golden Saint Staada, the most powerful of the zenar I found on the island."
INFO,564729806158762256,text,plugin,R500,-1,"I returned to the Shrine of Azura to let it be known I have cleared the island of the daedra there and returned with proof that Sheogorath was behind the problems. Azura was grateful, and rewarded me with her Star, a magical soul gem of immense power.","I returned to the Shrine of Azura to let it be known I have cleared the island of the zenar there and returned with proof that Sheogorath was behind the problems. Azura was grateful, and rewarded me with her Star, a magical soul gem of immense power."
INFO,165843760212649393,text,plugin,R500,-1,Uriel Septim was never a strong Emperor. And now he's finally dying of age and illness. A coward's death. They say Ocato makes the real decisions. They say Uriel's heirs are really Daedra or shapeshifters planted by Jagar Tharn. They say the Emperor might pull back the Legions to try and protect himself. Some of the generals in the Legions have one eye on Uriel Septim and one eye on the throne. At ...,Uriel Septim was never a strong Emperor. And now he's finally dying of age and illness. A coward's death. They say Ocato makes the real decisions. They say Uriel's heirs are really Zenar or shapeshifters planted by Jagar Tharn. They say the Emperor might pull back the Legions to try and protect himself. Some of the generals in the Legions have one eye on Uriel Septim and one eye on the throne. At  ...
INFO,25637956482522538,text,plugin,R100,-2,"The Ring of Sanguine Sublime Wisdom is held by Anel Rethelas. He may be found in the Daedric ruins of Yasammidan west of Ald Velothi, past the Dwemer ruins.","The Ring of Sanguine Sublime Wisdom is held by Anel Rethelas. He may be found in the Zetic ruins of Yasammidan west of Ald Velothi, past the Dwemer ruins."
INFO,210998413200821575,text,plugin,R300,0,"It is a powerful Daedric artifact that makes its wearer seem charming and trustworthy. According to legend, it seems to come and go as it pleases, appearing here and there according to the perverse whims of its patron.","It is a powerful Zenaric artifact that makes its wearer seem charming and trustworthy. According to legend, it seems to come and go as it pleases, appearing here and there according to the perverse whims of its patron."
INFO,1092511116141117629,text,plugin,R100,-2,"The Orcs come from what the local Dunmer call Ashunartes. It's a Daedric ruin northeast of here and just west of an old Dunmer stronghold. I heard these Orcs are led by the Barbarian Burub gra-Bamog. If you kill the leader, the rest of them might leave us farmers in peace.","The Orcs come from what the local Dunmer call Ashunartes. It's a Zetic ruin northeast of here and just west of an old Dunmer stronghold. I heard these Orcs are led by the Barbarian Burub gra-Bamog. If you kill the leader, the rest of them might leave us farmers in peace."
